brand,model,variant,locality,rto,fuel_type,transmission,seller_type,color,vehicle_age,odometer_reading,km_per_year,owner_count,certified,pincode,selling_price,split
nissan,terrano,xl,hebbal,ka-53,diesel,manual,dealer,grey,13.0,144369.0,11105.3,1,1.0,560064.0,352416.0,test
tata,tigor,xz,malleshwaram,ka-51,petrol,manual,dealer,silver,5.0,41000.0,8200.0,1,1.0,560003.0,496000.0,test
mahindra,logan,gle,unknown,ka-12,petrol,manual,dealer,unknown,18.0,110727.0,6151.5,1,,,150000.0,test
tata,altroz,xza,whitefield,ka-51,petrol,automatic,dealer,white,3.0,50540.0,16846.7,1,1.0,560066.0,645000.0,test
hyundai,santro,gl,rajajinagar,ka-03,petrol,manual,dealer,unknown,15.0,75626.0,5041.7,1,1.0,560010.0,200000.0,test
skoda,fabia,elegance,gandhi nagar,ka-04,petrol,manual,dealer,red,15.0,120577.0,8038.5,3,1.0,560066.0,240000.0,test
mahindra,xuv300,w6 amt,whitefield,ka-03,diesel,automatic,dealer,unknown,7.0,130259.0,18608.4,1,1.0,560066.0,620000.0,test
volkswagen,ameo,highline plus at,hebbal,ka-04,diesel,automatic,dealer,grey,8.0,51000.0,6375.0,2,0.0,562157.0,551000.0,test
maruti suzuki,baleno,zeta,unknown,ka-51,petrol,manual,unknown,unknown,9.0,72811.0,8090.1,1,,,437000.0,test
hyundai,verna,fluidic ex at,hebbal,ka-02,petrol,automatic,dealer,white,13.0,92859.0,7143.0,3,1.0,560064.0,289200.0,test
tata,hexa,xta 4x2 7 str,hebbal,ka-03,diesel,automatic,dealer,white,7.0,91121.0,13017.3,1,1.0,560064.0,893200.0,test
maruti suzuki,wagon r,lxi,bannerghatta,ka-04,petrol,manual,dealer,white,13.0,54500.0,4192.3,3,0.0,560076.0,249000.0,test
hyundai,grand i10 nios,sportz kappa amt,malleshwaram,ka-05,petrol,automatic,dealer,unknown,2.0,18500.0,9250.0,1,1.0,560003.0,706000.0,test
hyundai,creta,s (o,rajajinagar,ka-02,petrol,manual,dealer,grey,2.0,15537.0,7768.5,1,1.0,560066.0,1534000.0,test
skoda,octavia,ambition at,whitefield,ka-04,diesel,automatic,dealer,blue,12.0,121274.0,10106.2,2,1.0,560066.0,647438.0,test
hyundai,i20,asta (o) mt,hebbal,ka-63,petrol,manual,dealer,unknown,2.0,19073.0,9536.5,1,1.0,560064.0,810000.0,test
maruti suzuki,celerio,zxi amt (o,hebbal,ka-04,petrol,automatic,dealer,white,9.0,57999.0,6444.3,1,1.0,560064.0,357002.0,test
honda,brio,s mt,001 kvm thribuvna apartment next to kote temple new police station road krpuram banglore kvm apartment new police station road banglore,ka-05,petrol,manual,dealer,white,13.0,61186.0,4706.6,2,1.0,560066.0,270000.0,test
maruti suzuki,swift,vxi,unknown,dl-12,petrol,manual,dealer,unknown,11.0,80500.0,7318.2,1,,,408000.0,test
tata,nano,twist xta,unknown,ka-03,petrol,automatic,unknown,unknown,10.0,20227.0,2022.7,1,,,195767.0,test
tata,tiago,xza plus,hebbal,ka-04,petrol,automatic,dealer,brown,7.0,78371.0,11195.9,2,1.0,560064.0,368200.0,test
renault,kiger,rxz mt,yeshwanthpur,ka-05,petrol,manual,dealer,unknown,4.0,20291.0,5072.8,2,1.0,560022.0,577937.0,test
maruti suzuki,alto,lxi,sriranga nagar,ka-41,petrol,manual,dealer,red,15.0,29733.0,1982.2,1,0.0,560039.0,200000.0,test
maruti suzuki,ciaz,vdi+ shvs,electronic city,ka-05,diesel,manual,dealer,brown,10.0,78510.0,7851.0,3,1.0,,454999.0,test
renault,kwid,climber amt,nexus shanti niketan mall,ka-04,petrol,automatic,dealer,unknown,8.0,58000.0,7250.0,1,1.0,560066.0,347000.0,test
maruti suzuki,new wagon-r,vxi amt,yelahanka,jh-01,petrol,automatic,dealer,brown,4.0,44209.0,11052.2,1,1.0,560064.0,510000.0,test
nissan,sunny,xv,electronic city,ka-53,petrol,manual,dealer,white,15.0,121965.0,8131.0,4,1.0,560100.0,150000.0,test
renault,kwid,rxt,unknown,ka-53,petrol,manual,dealer,unknown,10.0,29500.0,2950.0,1,,,315000.0,test
maruti suzuki,alto k10,vxi (o) amt,unknown,ka-05,petrol,automatic,dealer,unknown,7.0,53000.0,7571.4,1,1.0,,359000.0,test
hyundai,creta,sx (o) dct,whitefield,ka-53,petrol,automatic,dealer,white,4.0,63019.0,15754.8,1,1.0,560066.0,1165600.0,test
skoda,superb,elegance at,unknown,ka-19,petrol,automatic,dealer,unknown,15.0,62334.0,4155.6,1,,,284000.0,test
hyundai,xcent,base,hebbal,ka-25,petrol,manual,dealer,white,11.0,26000.0,2363.6,2,1.0,560064.0,391000.0,test
mahindra,tuv300,t8,whitefield,ka-03,diesel,manual,dealer,unknown,11.0,130605.0,11873.2,1,1.0,560066.0,394400.0,test
honda,jazz,v at,malleshwaram,ka-53,petrol,automatic,dealer,unknown,9.0,31000.0,3444.4,3,0.0,560003.0,468000.0,test
maruti suzuki,celerio,vxi,yeshwanthpur,ka-01,petrol,manual,dealer,yellow,12.0,80899.0,6741.6,1,1.0,560022.0,260000.0,test
maruti suzuki,eeco,5 str ac (o,unknown,ka-05,petrol,manual,dealer,unknown,4.0,27500.0,6875.0,1,,,506000.0,test
maruti suzuki,wagon r,vxi,swamy vivekananda school,ka-41,petrol,manual,dealer,grey,9.0,45784.0,5087.1,1,1.0,560066.0,390000.0,test
hyundai,creta,sx at,unknown,ka-50,diesel,automatic,unknown,unknown,8.0,192626.0,24078.2,1,,,1040000.0,test
maruti suzuki,s cross,alpha,unknown,ap-37,diesel,manual,unknown,unknown,8.0,127365.0,15920.6,1,,,560029.0,test
kia,seltos,htx plus,thigala chowdadenahalli,ka-01,diesel,manual,dealer,unknown,6.0,98003.0,16333.8,1,1.0,,1200000.0,test
hyundai,santro,sportz amt,bannerghatta,ka-05,petrol,automatic,dealer,unknown,7.0,26000.0,3714.3,1,0.0,560076.0,418000.0,test
tata,tiago,revotron xz w/o,bannerghatta,ka-09,petrol,manual,dealer,red,9.0,50500.0,5611.1,2,0.0,560076.0,384000.0,test
maruti suzuki,alto k10,vxi,unknown,uk-07,petrol,manual,dealer,unknown,12.0,56541.0,4711.8,1,,,140000.0,test
renault,duster,rxs cvt,whitefield,ka-53,petrol,automatic,dealer,unknown,9.0,34500.0,3833.3,1,1.0,560066.0,573000.0,test
hyundai,grand i10,asta kappa (o,bannerghatta,ka-03,petrol,manual,dealer,silver,12.0,42500.0,3541.7,1,0.0,560076.0,375000.0,test
maruti suzuki,alto k10,vxi amt,office office,ka-03,petrol,automatic,dealer,grey,10.0,59821.0,5982.1,2,1.0,560066.0,296000.0,test
hyundai,verna,fluidic sx,yeshwanthpur,ka-53,petrol,manual,dealer,purple,13.0,71050.0,5465.4,3,1.0,560022.0,376344.0,test
maruti suzuki,dzire,vxi amt,varadharaja nagar,ka-04,petrol,automatic,dealer,blue,7.0,111497.0,15928.1,1,1.0,560066.0,615000.0,test
hyundai,i20,sportz,yeshwanthpur,ka-05,petrol,manual,dealer,white,11.0,90062.0,8187.5,1,1.0,560022.0,424882.0,test
mahindra,xuv300,w8,hebbal,ka-03,petrol,manual,dealer,white,6.0,27271.0,4545.2,2,1.0,560064.0,683100.0,test
hyundai,i20 active,sx,yeshwanthpur,ka-50,petrol,manual,dealer,unknown,8.0,24582.0,3072.8,1,1.0,560022.0,519300.0,test
maruti suzuki,ertiga,zxi shvs,yeshwanthpur,ka-17,petrol,manual,dealer,white,6.0,45313.0,7552.2,1,1.0,560022.0,843000.0,test
ford,ecosport,titanium,9 3rd cross 5th block hbr layout hbr layout,ka-05,diesel,manual,dealer,unknown,12.0,111589.0,9299.1,1,1.0,,434000.0,test
skoda,kushaq,style dsg,hebbal,ka-14,petrol,automatic,dealer,white,4.0,51500.0,12875.0,1,1.0,560103.0,1264000.0,test
volkswagen,vento,highline at,whitefield,ka-09,petrol,automatic,dealer,blue,11.0,97759.0,8887.2,1,1.0,560066.0,447913.0,test
ford,ecosport,titanium + ti-vct,bannerghatta,ka-01,petrol,manual,dealer,unknown,6.0,355500.0,59250.0,1,0.0,560076.0,785000.0,test
hyundai,grand i10,asta kappa,malleshwaram,ka-03,petrol,manual,dealer,red,11.0,37436.0,3403.3,2,1.0,560003.0,390000.0,test
hyundai,i10,sportz at kappa2,bannerghatta,ka-05,petrol,automatic,dealer,grey,14.0,41500.0,2964.3,1,0.0,560076.0,306000.0,test
hyundai,i10,magna,unknown,ka-04,petrol,manual,unknown,unknown,14.0,82598.0,5899.9,1,,,250000.0,test
jeep,compass,longitude (o,unknown,ka-03,diesel,manual,unknown,unknown,9.0,85899.0,9544.3,1,,,780000.0,test
honda,jazz,v at,unknown,ka-03,petrol,automatic,dealer,unknown,10.0,59950.0,5995.0,1,,,435000.0,test
tata,nexon,xz plus (o,unknown,ka-22,diesel,manual,dealer,unknown,5.0,132141.0,26428.2,1,1.0,,945000.0,test
skoda,kushaq,style mt,koramangala,ka-01,petrol,manual,dealer,unknown,4.0,46845.0,11711.2,1,1.0,560034.0,890300.0,test
volkswagen,polo,comfortline,nexus shanti niketan mall,ka-51,petrol,manual,dealer,red,12.0,58500.0,4875.0,2,0.0,560066.0,415000.0,test
hyundai,xcent,s (o,hebbal,ka-53,petrol,manual,dealer,red,11.0,80320.0,7301.8,1,1.0,560064.0,288500.0,test
renault,kiger,rxt amt,prestige tranquility prestige tranquility bommenahalli,ka-01,petrol,automatic,dealer,silver,4.0,26219.0,6554.8,2,1.0,560066.0,580000.0,test
renault,kiger,rxz mt,whitefield,ka-04,petrol,manual,dealer,blue,4.0,35000.0,8750.0,2,0.0,560066.0,650000.0,test
hyundai,santro,magna,malleshwaram,ka-01,petrol,manual,dealer,grey,4.0,11500.0,2875.0,1,1.0,560003.0,529000.0,test
hyundai,creta,s,hebbal,ka-05,diesel,manual,dealer,red,7.0,84000.0,12000.0,1,1.0,560103.0,888000.0,test
tata,nexon,creative +,hebbal,ka-03,petrol,manual,dealer,white,3.0,29850.0,9950.0,1,1.0,560023.0,940000.0,test
tata,tiago,xz plus,hebbal,ka-01,petrol,manual,dealer,blue,4.0,25494.0,6373.5,1,1.0,560023.0,513400.0,test
maruti suzuki,brezza,vxi,koramangala,ka-53,petrol,manual,dealer,grey,2.0,11457.0,5728.5,1,1.0,560034.0,805903.0,test
mahindra,xuv500,w11,unknown,ka-19,diesel,manual,dealer,unknown,7.0,62136.0,8876.6,1,,,1388000.0,test
kia,carens,prestige plus dct 7 str,banashankari,ka-41,petrol,automatic,dealer,blue,3.0,15489.0,5163.0,1,1.0,560070.0,1500000.0,test
jeep,compass,limited (o) dct,unknown,ka-05,petrol,automatic,dealer,unknown,4.0,27500.0,6875.0,1,0.0,,1750000.0,test
nissan,magnite,xl,koramangala,ka-22,petrol,manual,dealer,unknown,4.0,56793.0,14198.2,2,1.0,560034.0,462292.0,test
ford,figo,exi,behind gm party hall rto road mallathahalli,ka-03,diesel,manual,dealer,silver,14.0,140455.0,10032.5,2,1.0,,150000.0,test
tata,punch,accomplished mt,bannerghatta,ka-03,petrol,manual,dealer,grey,3.0,30500.0,10166.7,1,1.0,560076.0,687000.0,test
maruti suzuki,ciaz,delta mt,bannerghatta,wb-06,petrol,manual,dealer,unknown,9.0,54500.0,6055.6,1,1.0,560076.0,541000.0,test
hyundai,i10,sportz,whitefield,ka-05,petrol,manual,dealer,silver,13.0,18864.0,1451.1,1,1.0,560066.0,258181.0,test
honda,city,v mt,hebbal,ka-05,petrol,manual,dealer,unknown,7.0,148849.0,21264.1,1,1.0,560064.0,508678.0,test
honda,amaze,s,hebbal,ka-04,petrol,manual,dealer,grey,11.0,72792.0,6617.5,2,1.0,560023.0,315000.0,test
hyundai,venue,sx (o) dct,unknown,ka-51,petrol,automatic,unknown,unknown,3.0,19423.0,6474.3,1,,,995000.0,test
hyundai,verna,fluidic sx,hebbal,ka-04,petrol,manual,dealer,unknown,14.0,81500.0,5821.4,2,0.0,562157.0,366000.0,test
maruti suzuki,baleno,delta,yeshwanthpur,ka-03,petrol,manual,dealer,unknown,2.0,80104.0,40052.0,1,1.0,560022.0,598300.0,test
maruti suzuki,ertiga,vdi,whitefield,ka-05,diesel,manual,dealer,blue,11.0,138125.0,12556.8,1,1.0,560066.0,518600.0,test
maruti suzuki,celerio,vxi amt,division upkar meadows,ka-51,petrol,automatic,dealer,red,9.0,42456.0,4717.3,1,1.0,,430000.0,test
maruti suzuki,s-cross,alpha automatic,gorguntepalya,ka-03,petrol,automatic,dealer,blue,5.0,37633.0,7526.6,1,1.0,560022.0,830000.0,test
hyundai,new santro,sportz amt,hebbal,ka-04,petrol,automatic,dealer,green,7.0,55690.0,7955.7,2,1.0,560064.0,344086.0,test
maruti suzuki,new wagon-r,vxi,tumkur main road,ka-05,petrol,manual,dealer,unknown,4.0,44071.0,11017.8,1,1.0,,519289.0,test
maruti suzuki,swift,vdi,magadi road tv,ka-42,diesel,manual,dealer,white,11.0,218907.0,19900.6,1,0.0,560091.0,400000.0,test
hyundai,grand i10,asta at kappa,whitefield,ka-03,petrol,automatic,dealer,red,11.0,47362.0,4305.6,3,1.0,560066.0,316015.0,test
maruti suzuki,swift,vxi,hosur road,ka-41,petrol,manual,dealer,silver,20.0,139511.0,6975.6,1,0.0,560099.0,80000.0,test
citroen,c3 aircross,max 5 str,whitefield,ka-02,petrol,manual,dealer,white,3.0,24907.0,8302.3,1,1.0,560066.0,858000.0,test
ford,ecosport,titanium + tdci,unknown,ka-05,diesel,manual,dealer,unknown,8.0,104000.0,13000.0,1,0.0,,689000.0,test
toyota,urban cruiser taisor,s plus amt,whitefield,ka-05,petrol,automatic,dealer,red,2.0,17355.0,8677.5,1,1.0,560066.0,950000.0,test
tata,hexa,xta 4x2 7 str,sarjapura sarjapura,ka-05,diesel,automatic,dealer,blue,9.0,158772.0,17641.3,2,1.0,,950000.0,test
maruti suzuki,ritz,vxi,hosur road,ka-41,petrol,manual,dealer,grey,15.0,75955.0,5063.7,1,0.0,560099.0,295000.0,test
kia,seltos,gtx plus dct,chordia kay arr kings court chordia kay arr kings court,ka-04,petrol,automatic,dealer,orange,6.0,75922.0,12653.7,1,1.0,560066.0,1000000.0,test
maruti suzuki,swift,vxi,krishnan road tv,ka-50,petrol,manual,dealer,white,3.0,21524.0,7174.7,1,1.0,560065.0,650000.0,test
tata,nexon,xz plus (o,hebbal,ka-03,diesel,manual,dealer,red,6.0,36933.0,6155.5,1,1.0,560023.0,810000.0,test
hyundai,i10,magna kappa2,malleshwaram,ka-01,petrol,manual,dealer,grey,12.0,67000.0,5583.3,1,0.0,560003.0,293000.0,test
maruti suzuki,dzire,zxi plus amt,whitefield,ka-51,petrol,automatic,dealer,unknown,8.0,84912.0,10614.0,1,1.0,560066.0,449600.0,test
maruti suzuki,baleno,alpha at,malleshwaram,ka-01,petrol,automatic,dealer,unknown,8.0,46500.0,5812.5,1,0.0,560003.0,550000.0,test
mahindra,xuv300,w8,unknown,ka-03,diesel,manual,unknown,unknown,4.0,44453.0,11113.2,1,,,950000.0,test
hyundai,venue,sx,whitefield,ka-53,petrol,manual,dealer,blue,6.0,42500.0,7083.3,2,1.0,560066.0,657000.0,test
maruti suzuki,alto k10,vxi,unknown,unknown,petrol,manual,unknown,unknown,9.0,62500.0,6944.4,1,,,282000.0,test
hyundai,i20,sportz (o) ivt,yeshwanthpur,ka-02,petrol,automatic,dealer,blue,1.0,9985.0,9985.0,1,1.0,560066.0,968000.0,test
hyundai,new santro,sportz amt,hebbal,ka-02,petrol,automatic,dealer,unknown,7.0,93107.0,13301.0,1,1.0,560064.0,382200.0,test
kia,seltos,gtx plus,jp nagar,ka-05,petrol,manual,dealer,grey,6.0,41333.0,6888.8,1,1.0,560078.0,1226000.0,test
honda,jazz,v cvt,hebbal,ka-20,petrol,automatic,dealer,unknown,4.0,51016.0,12754.0,1,1.0,560023.0,633000.0,test
mahindra,xuv300,w8,unknown,ka-18,diesel,manual,unknown,unknown,4.0,88457.0,22114.2,1,,,927000.0,test
tata,nexon,xz plus,nexus shanti niketan mall,ka-51,petrol,manual,dealer,unknown,3.0,17000.0,5666.7,1,1.0,560066.0,935000.0,test
hyundai,grand i10,magna,peenya,ka-02,diesel,manual,dealer,white,11.0,92116.0,8374.2,2,1.0,560066.0,300000.0,test
hyundai,venue,sx,kasaba hobli,ka-02,diesel,manual,dealer,white,4.0,57083.0,14270.8,2,1.0,560066.0,800000.0,test
hyundai,santro,sportz,mysore road,ka-01,petrol,manual,dealer,silver,7.0,44000.0,6285.7,2,1.0,560039.0,403000.0,test
maruti suzuki,baleno,zeta cvt,unknown,ka-04,petrol,automatic,dealer,unknown,9.0,93016.0,10335.1,1,1.0,,489100.0,test
nissan,terrano,xl o,whitefield,ka-19,diesel,manual,dealer,white,11.0,91042.0,8276.5,1,1.0,560066.0,372400.0,test
maruti suzuki,celerio,zxi,whitefield,ka-22,petrol,manual,dealer,unknown,9.0,37292.0,4143.6,1,1.0,560066.0,369205.0,test
hyundai,i10,sportz at,unknown,mh-01,petrol,automatic,dealer,unknown,14.0,116613.0,8329.5,1,,,170000.0,test
maruti suzuki,celerio,vxi,sree ram blue appartment sai serinity layout skyrah lake view appartment,ka-10,petrol,manual,dealer,grey,10.0,57012.0,5701.2,1,1.0,560022.0,363000.0,test
hyundai,i20,sportz ivt,urban,ka-05,petrol,automatic,dealer,red,2.0,5546.0,2773.0,1,1.0,,910000.0,test
kia,seltos,gtx,unknown,ka-51,petrol,manual,unknown,unknown,6.0,75073.0,12512.2,1,,,1075769.0,test
datsun,redi-go,t (o,bannerghatta,ka-14,petrol,manual,dealer,grey,10.0,71000.0,7100.0,1,1.0,560076.0,220000.0,test
maruti suzuki,celerio x,zxi (o) amt,horamavu,ka-03,petrol,automatic,dealer,blue,7.0,16989.0,2427.0,2,1.0,560066.0,500000.0,test
hyundai,creta,sx,junction modak,ka-51,diesel,manual,dealer,unknown,5.0,20683.0,4136.6,1,1.0,,1380000.0,test
tata,nexon,xza plus,nexus shanti niketan mall,ka-05,petrol,automatic,dealer,silver,8.0,117500.0,14687.5,1,0.0,560066.0,601000.0,test
honda,amaze,s,whitefield,ka-41,petrol,manual,dealer,grey,11.0,48976.0,4452.4,1,1.0,560066.0,333200.0,test
hyundai,i20,asta (o,hebbal,ka-03,petrol,manual,dealer,blue,8.0,64843.0,8105.4,1,1.0,560064.0,503300.0,test
maruti suzuki,ciaz,alpha shvs,gandhi nagar,ka-01,petrol,manual,dealer,blue,7.0,51927.0,7418.1,1,1.0,560009.0,627032.0,test
maruti suzuki,dzire,vxi,holy rock school holy rock school,ka-05,petrol,manual,dealer,unknown,9.0,98000.0,10888.9,1,1.0,,446000.0,test
mg,hector,style,whitefield,ka-03,diesel,manual,dealer,unknown,7.0,66136.0,9448.0,1,1.0,560066.0,840000.0,test
ford,ecosport,titanium + at,whitefield,ka-02,petrol,automatic,dealer,unknown,8.0,81814.0,10226.8,1,1.0,560066.0,720000.0,test
tata,safari,4x4 vx dicor,poornapragna housing society layout,mh-46,diesel,manual,dealer,silver,16.0,130410.0,8150.6,2,1.0,560066.0,260000.0,test
kia,sonet,htk,unknown,ka-04,petrol,manual,unknown,unknown,4.0,52962.0,13240.5,1,,,720000.0,test
tata,nano,twist xe,nt 973900090,ka-02,petrol,manual,dealer,white,11.0,72801.0,6618.3,2,1.0,560066.0,107000.0,test
maruti suzuki,vitara brezza,zdi plus,unknown,ka-51,diesel,manual,unknown,unknown,9.0,43028.0,4780.9,1,,,721000.0,test
hyundai,grand i10,asta at kappa,hebbal,ka-51,petrol,automatic,dealer,unknown,12.0,114927.0,9577.2,1,1.0,560064.0,305000.0,test
hyundai,creta,sx ivt,electronics city phase 1,ka-51,petrol,automatic,dealer,red,6.0,48596.0,8099.3,2,1.0,560066.0,1100000.0,test
datsun,redi-go,s,unknown,ka-02,petrol,manual,dealer,unknown,8.0,67500.0,8437.5,1,,,264000.0,test
hyundai,i10,sportz,annapurneshwari nagar,ka-01,petrol,manual,dealer,grey,14.0,125292.0,8949.4,2,1.0,560091.0,258000.0,test
tata,punch,adventure rhythm pack amt,nexus shanti niketan mall,ka-70,petrol,automatic,dealer,unknown,3.0,83500.0,27833.3,1,1.0,560066.0,615000.0,test
volkswagen,polo,trendline,yeshwanthpur,ka-03,petrol,manual,dealer,unknown,9.0,66148.0,7349.8,1,1.0,560022.0,460000.0,test
hyundai,creta,sx (o,hsr layout,ka-05,diesel,manual,dealer,white,4.0,104603.0,26150.8,1,1.0,560102.0,1415000.0,test
renault,kwid,climber amt,bellandur,ka-01,petrol,automatic,dealer,yellow,4.0,11988.0,2997.0,1,1.0,560103.0,500000.0,test
ford,new figo,titanium plus,yeshwanthpur,ka-02,petrol,manual,dealer,white,10.0,53570.0,5357.0,1,1.0,560022.0,350000.0,test
renault,kwid,rxt amt,unknown,ka-20,petrol,automatic,dealer,unknown,2.0,13500.0,6750.0,1,,,479000.0,test
renault,kiger,rxz mt,yeshwanthpur,ka-17,petrol,manual,dealer,unknown,5.0,21448.0,4289.6,1,1.0,560022.0,560000.0,test
honda,jazz,v at,nexus shanti niketan mall,ka-04,petrol,automatic,dealer,brown,10.0,37000.0,3700.0,2,0.0,560066.0,463000.0,test
hyundai,grand i10,sportz (o) kappa,unknown,ka-20,petrol,manual,unknown,unknown,9.0,36753.0,4083.7,1,,,442000.0,test
hyundai,i20,asta,electronic city,ka-51,petrol,manual,dealer,unknown,11.0,28660.0,2605.5,1,1.0,560100.0,510000.0,test
hyundai,i10,magna kappa2,malleshwaram,ka-01,petrol,manual,dealer,grey,12.0,67000.0,5583.3,1,0.0,560003.0,278000.0,test
ford,ecosport,titanium at,anugraha govindrajanagar,ka-01,petrol,automatic,dealer,unknown,8.0,86846.0,10855.8,2,1.0,,610000.0,test
maruti suzuki,dzire,zxi plus,whitefield,ka-29,petrol,manual,dealer,brown,8.0,68718.0,8589.8,3,1.0,560066.0,460000.0,test
renault,kiger,rxz amt,koramangala,ka-19,petrol,automatic,dealer,black,4.0,89107.0,22276.8,2,1.0,560034.0,626488.0,test
hyundai,santa fe,4 wd at,k c krishna reddy layout,ka-50,diesel,automatic,dealer,white,12.0,112657.0,9388.1,2,1.0,560064.0,693000.0,test
mahindra,xuv300,w6 sunroof,hebbal,ka-06,diesel,manual,dealer,unknown,3.0,65832.0,21944.0,1,1.0,560023.0,819000.0,test
honda,amaze,vx cvt,hebbal,ka-05,petrol,automatic,dealer,green,4.0,67785.0,16946.2,1,1.0,560064.0,631900.0,test
maruti suzuki,grand vitara,alpha plus ecvt,hebbal,ka-22,hybrid,automatic,dealer,black,3.0,107462.0,35820.7,1,1.0,560064.0,1379100.0,test
maruti suzuki,alto k10,vxi,hebbal,ka-41,petrol,manual,dealer,beige,13.0,95705.0,7361.9,1,1.0,560023.0,152800.0,test
ford,ecosport,titanium ecoboost,unknown,unknown,petrol,manual,unknown,unknown,11.0,94500.0,8590.9,1,,,386000.0,test
ford,ecosport,titanium + at,hebbal,ka-01,petrol,automatic,dealer,red,6.0,40269.0,6711.5,1,1.0,560064.0,855000.0,test
renault,kwid,rxt,margondanahalli mobile 8210793196 karnatka mangondanahalli,br-01,petrol,manual,dealer,silver,9.0,49263.0,5473.7,1,1.0,560066.0,200000.0,test
volkswagen,polo,highline plus,hebbal,ka-05,petrol,manual,dealer,grey,8.0,58000.0,7250.0,1,1.0,562157.0,611000.0,test
volkswagen,polo,comfortline,bannerghatta,dl-3,petrol,manual,dealer,blue,13.0,78500.0,6038.5,2,0.0,560076.0,339000.0,test
maruti suzuki,new wagon-r,zxi,whitefield,ka-01,petrol,manual,dealer,unknown,5.0,31389.0,6277.8,2,1.0,560066.0,400300.0,test
hyundai,grand i10,sportz kappa,unknown,ka-51,petrol,manual,dealer,unknown,7.0,32270.0,4610.0,1,,,421000.0,test
renault,kwid,rxt amt,gandhi nagar,ka-04,petrol,automatic,dealer,white,8.0,59755.0,7469.4,2,1.0,560009.0,264600.0,test
maruti suzuki,swift,vxi,yeshwanthpur,ka-51,petrol,manual,dealer,unknown,13.0,81472.0,6267.1,1,1.0,560022.0,349804.0,test
volkswagen,taigun,highline at,unknown,unknown,petrol,automatic,unknown,unknown,4.0,34500.0,8625.0,1,,,1116000.0,test
maruti suzuki,dzire,vxi,unknown,ka-03,petrol,manual,unknown,unknown,10.0,33263.0,3326.3,1,,,431000.0,test
tata,nano,twist xe,malleshwaram,ka-02,petrol,manual,dealer,white,11.0,44500.0,4045.5,2,0.0,560003.0,154000.0,test
mg,astor,super mt,hebbal,ka-01,petrol,manual,dealer,silver,3.0,13832.0,4610.7,1,1.0,560064.0,901600.0,test
skoda,laura,l&k pd at,unknown,ka-50,diesel,automatic,unknown,unknown,17.0,64964.0,3821.4,1,,,500000.0,test
volkswagen,vento,highline plus at,yeshwanthpur,ka-05,petrol,automatic,dealer,unknown,8.0,87680.0,10960.0,2,1.0,560022.0,498000.0,test
skoda,slavia,monte carlo mt,whitefield,ka-01,petrol,manual,dealer,unknown,2.0,14774.0,7387.0,1,1.0,560066.0,1573000.0,test
hyundai,creta,sx at,bannerghatta,dl-8,diesel,automatic,dealer,white,8.0,82500.0,10312.5,1,0.0,560076.0,967000.0,test
tata,nexon,xza plus (o,koramangala,ka-03,petrol,automatic,dealer,red,4.0,25873.0,6468.2,1,1.0,560034.0,798700.0,test
renault,kwid,rxt amt (o,whitefield,ka-41,petrol,automatic,dealer,unknown,7.0,39510.0,5644.3,3,1.0,560066.0,310632.0,test
volkswagen,polo,highline1.2l,hebbal,ka-51,petrol,manual,dealer,unknown,11.0,111000.0,10090.9,3,0.0,562157.0,412000.0,test
tata,nano,twist xta,hebbal,ka-51,petrol,automatic,dealer,blue,10.0,45784.0,4578.4,3,1.0,560023.0,173663.0,test
hyundai,creta,sx (o) dct,hebbal,ka-03,petrol,automatic,dealer,white,6.0,81686.0,13614.3,1,1.0,560064.0,1119191.0,test
honda,city,sv cvt,whitefield,ka-41,petrol,automatic,dealer,unknown,11.0,78651.0,7150.1,1,1.0,560066.0,429000.0,test
ford,figo aspire,titanium,hebbal,ka-01,petrol,manual,dealer,red,7.0,65254.0,9322.0,1,1.0,560023.0,385900.0,test
mg,hector,sharp dct,whitefield,ka-03,petrol,automatic,dealer,unknown,7.0,31759.0,4537.0,1,1.0,560066.0,998000.0,test
